Location,Samp_No,SampleDate_txt,SampleTime,Matrix,SampleMedia,Activity,Analytical_Method,CAS_NO,Analyte,Result_Units,Reporting_Limit,Validation_Level,Result_Final_Txt,Result_Qualifier_Final,RL_Comparison
WA-01,EPD-WA-01-020923,2/10/2023,15:07,Air,Summa Canister,Air,TO-15 SIM,75-09-2,Methylene chloride,ug/m3,0.13,S2AVM,0.29,,Yes
WA-01,EPD-WA-01-020923,2/10/2023,15:07,Air,Summa Canister,Air,TO-15 SIM,76-13-1,"1,1,2-Trichlorotrifluoroethane",ug/m3,0.032,S2AVM,0.45,,Yes
WA-01,EPD-WA-01-020923,2/10/2023,15:07,Air,Summa Canister,Air,TO-15 SIM,156-60-5,"trans-1,2-Dichloroethene",ug/m3,0.032,S2AVM,<0.032,U,No
WA-01,EPD-WA-01-020923,2/10/2023,15:07,Air,Summa Canister,Air,TO-15 SIM,75-34-3,"1,1-Dichloroethane",ug/m3,0.032,S2AVM,<0.032,U,No
WA-01,EPD-WA-01-020923,2/10/2023,15:07,Air,Summa Canister,Air,TO-15 SIM,1634-04-4,Methyl tert-butyl ether,ug/m3,0.032,S2AVM,<0.032,U,No
WA-01,EPD-WA-01-020923,2/10/2023,15:07,Air,Summa Canister,Air,TO-15 SIM,75-27-4,Bromodichloromethane,ug/m3,0.032,S2AVM,<0.032,U,No
WA-01,EPD-WA-01-020923,2/10/2023,15:07,Air,Summa Canister,Air,TO-15 SIM,79-01-6,Trichloroethene,ug/m3,0.032,S2AVM,<0.032,J,No
WA-01,EPD-WA-01-020923,2/10/2023,15:07,Air,Summa Canister,Air,TO-15 SIM,123-91-1,"1,4-Dioxane",ug/m3,0.13,S2AVM,<0.13,J,No
WA-01,EPD-WA-01-020923,2/10/2023,15:07,Air,Summa Canister,Air,TO-15 SIM,10061-01-5,"cis-1,3-Dichloropropene",ug/m3,0.065,S2AVM,<0.065,U,No
WA-01,EPD-WA-01-020923,2/10/2023,15:07,Air,Summa Canister,Air,TO-15 SIM,10061-02-6,"trans-1,3-Dichloropropene",ug/m3,0.065,S2AVM,<0.065,U,No
WA-01,EPD-WA-01-020923,2/10/2023,15:07,Air,Summa Canister,Air,TO-15 SIM,79-00-5,"1,1,2-Trichloroethane",ug/m3,0.13,S2AVM,<0.13,J,No
WA-01,EPD-WA-01-020923,2/10/2023,15:07,Air,Summa Canister,Air,TO-15 SIM,108-88-3,Toluene,ug/m3,0.13,S2AVM,1.3,,Yes
WA-01,EPD-WA-01-020923,2/10/2023,15:07,Air,Summa Canister,Air,TO-15 SIM,95-47-6,o-Xylene,ug/m3,0.13,S2AVM,0.3,,Yes
WA-01,EPD-WA-01-020923,2/10/2023,15:07,Air,Summa Canister,Air,TO-15 SIM,79-34-5,"1,1,2,2-Tetrachloroethane",ug/m3,0.032,S2AVM,<0.032,U,No
WA-01,EPD-WA-01-020923,2/10/2023,15:07,Air,Summa Canister,Air,TO-15 SIM,108-67-8,"1,3,5-Trimethylbenzene",ug/m3,0.13,S2AVM,<0.13,J,No
WA-01,EPD-WA-01-020923,2/10/2023,15:07,Air,Summa Canister,Air,TO-15 SIM,95-63-6,"1,2,4-Trimethylbenzene",ug/m3,0.13,S2AVM,0.22,,Yes
WA-01,EPD-WA-01-020923,2/10/2023,15:07,Air,Summa Canister,Air,TO-15 SIM,541-73-1,"1,3-Dichlorobenzene",ug/m3,0.032,S2AVM,<0.032,U,No
WA-01,EPD-WA-01-020923,2/10/2023,15:07,Air,Summa Canister,Air,TO-15 SIM,106-46-7,"1,4-Dichlorobenzene",ug/m3,0.032,S2AVM,<0.032,U,No
WA-01,EPD-WA-01-020923,2/10/2023,15:07,Air,Summa Canister,Air,TO-15 SIM,95-50-1,"1,2-Dichlorobenzene",ug/m3,0.032,S2AVM,<0.032,U,No
WA-01,EPD-WA-01-020923,2/10/2023,15:07,Air,Summa Canister,Air,TO-15 SIM,156-59-2,"cis-1,2-Dichloroethene",ug/m3,0.032,S2AVM,<0.032,U,No
WA-01,EPD-WA-01-020923,2/10/2023,15:07,Air,Summa Canister,Air,TO-15 SIM,67-66-3,Chloroform,ug/m3,0.13,S2AVM,<0.13,J,No
WA-01,EPD-WA-01-020923,2/10/2023,15:07,Air,Summa Canister,Air,TO-15 SIM,107-06-2,"1,2-Dichloroethane",ug/m3,0.032,S2AVM,0.12,J+,Yes
WA-01,EPD-WA-01-020923,2/10/2023,15:07,Air,Summa Canister,Air,TO-15 SIM,71-55-6,"1,1,1-Trichloroethane",ug/m3,0.032,S2AVM,<0.032,U,No
WA-01,EPD-WA-01-020923,2/10/2023,15:07,Air,Summa Canister,Air,TO-15 SIM,71-43-2,Benzene,ug/m3,0.097,S2AVM,0.53,,Yes
WA-01,EPD-WA-01-020923,2/10/2023,15:07,Air,Summa Canister,Air,TO-15 SIM,56-23-5,Carbon Tetrachloride,ug/m3,0.032,S2AVM,0.29,J+,Yes
WA-01,EPD-WA-01-020923,2/10/2023,15:07,Air,Summa Canister,Air,TO-15 SIM,78-87-5,"1,2-Dichloropropane",ug/m3,0.032,S2AVM,0.068,,Yes
WA-01,EPD-WA-01-020923,2/10/2023,15:07,Air,Summa Canister,Air,TO-15 SIM,124-48-1,Dibromochloromethane,ug/m3,0.032,S2AVM,<0.032,U,No
WA-01,EPD-WA-01-020923,2/10/2023,15:07,Air,Summa Canister,Air,TO-15 SIM,106-93-4,"1,2-Dibromoethane",ug/m3,0.032,S2AVM,<0.032,U,No
WA-01,EPD-WA-01-020923,2/10/2023,15:07,Air,Summa Canister,Air,TO-15 SIM,127-18-4,Tetrachloroethene,ug/m3,0.032,S2AVM,0.066,,Yes
WA-01,EPD-WA-01-020923,2/10/2023,15:07,Air,Summa Canister,Air,TO-15 SIM,108-90-7,Chlorobenzene,ug/m3,0.13,S2AVM,<0.13,U,No
WA-01,EPD-WA-01-020923,2/10/2023,15:07,Air,Summa Canister,Air,TO-15 SIM,100-41-4,Ethylbenzene,ug/m3,0.13,S2AVM,0.52,,Yes
WA-01,EPD-WA-01-020923,2/10/2023,15:07,Air,Summa Canister,Air,TO-15 SIM,179601-23-1,"m,p-Xylenes",ug/m3,0.13,S2AVM,0.77,,Yes
WA-01,EPD-WA-01-020923,2/10/2023,15:07,Air,Summa Canister,Air,TO-15 SIM,100-42-5,Styrene,ug/m3,0.13,S2AVM,<0.13,J,No
WA-01,EPD-WA-01-020923,2/10/2023,15:07,Air,Summa Canister,Air,TO-15 SIM,96-12-8,"1,2-Dibromo 3-Chloropropane",ug/m3,0.13,S2AVM,<0.13,U,No
WA-01,EPD-WA-01-020923,2/10/2023,15:07,Air,Summa Canister,Air,TO-15 SIM,120-82-1,"1,2,4-Trichlorobenzene",ug/m3,0.065,S2AVM,<0.065,U,No
WA-01,EPD-WA-01-020923,2/10/2023,15:07,Air,Summa Canister,Air,TO-15 SIM,91-20-3,Naphthalene,ug/m3,0.13,S2AVM,<0.13,U,No
WA-01,EPD-WA-01-020923,2/10/2023,15:07,Air,Summa Canister,Air,TO-15 SIM,87-68-3,Hexachlorobutadiene,ug/m3,0.13,S2AVM,<0.13,U,No
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,179601-23-1,"m,p-Xylenes",ug/m3,0.14,S2AVM,0.78,,Yes
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,100-42-5,Styrene,ug/m3,0.14,S2AVM,<0.14,J,No
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,95-47-6,o-Xylene,ug/m3,0.14,S2AVM,0.27,,Yes
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,79-34-5,"1,1,2,2-Tetrachloroethane",ug/m3,0.035,S2AVM,<0.035,U,No
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,108-67-8,"1,3,5-Trimethylbenzene",ug/m3,0.14,S2AVM,<0.14,J,No
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,95-63-6,"1,2,4-Trimethylbenzene",ug/m3,0.14,S2AVM,0.24,J,Yes
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,541-73-1,"1,3-Dichlorobenzene",ug/m3,0.035,S2AVM,<0.035,U,No
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,106-46-7,"1,4-Dichlorobenzene",ug/m3,0.035,S2AVM,0.05,,Yes
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,95-50-1,"1,2-Dichlorobenzene",ug/m3,0.035,S2AVM,<0.035,U,No
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,96-12-8,"1,2-Dibromo 3-Chloropropane",ug/m3,0.14,S2AVM,<0.14,U,No
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,120-82-1,"1,2,4-Trichlorobenzene",ug/m3,0.07,S2AVM,<0.07,U,No
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,91-20-3,Naphthalene,ug/m3,0.14,S2AVM,<0.14,J,No
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,87-68-3,Hexachlorobutadiene,ug/m3,0.14,S2AVM,<0.14,U,No
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,75-71-8,Dichlorodifluoromethane (CFC 12),ug/m3,0.067,S2AVM,2.3,,Yes
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,74-87-3,Chloromethane,ug/m3,0.067,S2AVM,0.29,,Yes
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,75-01-4,Vinyl Chloride,ug/m3,0.033,S2AVM,1.8,,Yes
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,106-99-0,"1,3-Butadiene",ug/m3,0.067,S2AVM,0.34,,Yes
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,74-83-9,Bromomethane,ug/m3,0.033,S2AVM,<0.033,J,No
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,75-00-3,Chloroethane,ug/m3,0.033,S2AVM,<0.033,J,No
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,107-02-8,Acrolein,ug/m3,0.27,S2AVM,<0.27,J+,No
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,67-64-1,Acetone,ug/m3,3.3,S2AVM,3.8,,Yes
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,75-69-4,Trichlorofluoromethane,ug/m3,0.067,S2AVM,1.1,,Yes
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,75-35-4,"1,1-Dichloroethene",ug/m3,0.033,S2AVM,<0.033,U,No
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,75-09-2,Methylene chloride,ug/m3,0.13,S2AVM,0.28,,Yes
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,76-13-1,"1,1,2-Trichlorotrifluoroethane",ug/m3,0.033,S2AVM,0.45,,Yes
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,156-60-5,"trans-1,2-Dichloroethene",ug/m3,0.033,S2AVM,<0.033,U,No
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,75-34-3,"1,1-Dichloroethane",ug/m3,0.033,S2AVM,<0.033,U,No
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,1634-04-4,Methyl tert-butyl ether,ug/m3,0.033,S2AVM,<0.033,U,No
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,107-02-8,Acrolein,ug/m3,0.28,S2AVM,0.3,J+,Yes
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,67-64-1,Acetone,ug/m3,3.5,S2AVM,4.1,,Yes
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,75-69-4,Trichlorofluoromethane,ug/m3,0.07,S2AVM,1.1,,Yes
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,75-35-4,"1,1-Dichloroethene",ug/m3,0.035,S2AVM,<0.035,U,No
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,75-09-2,Methylene chloride,ug/m3,0.14,S2AVM,0.3,,Yes
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,76-13-1,"1,1,2-Trichlorotrifluoroethane",ug/m3,0.035,S2AVM,0.43,,Yes
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,156-60-5,"trans-1,2-Dichloroethene",ug/m3,0.035,S2AVM,<0.035,U,No
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,56-23-5,Carbon Tetrachloride,ug/m3,0.035,S2AVM,0.33,J+,Yes
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,78-87-5,"1,2-Dichloropropane",ug/m3,0.035,S2AVM,<0.035,J,No
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,75-27-4,Bromodichloromethane,ug/m3,0.035,S2AVM,<0.035,U,No
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,79-01-6,Trichloroethene,ug/m3,0.035,S2AVM,<0.035,J,No
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,123-91-1,"1,4-Dioxane",ug/m3,0.14,S2AVM,<0.14,J,No
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,10061-01-5,"cis-1,3-Dichloropropene",ug/m3,0.07,S2AVM,<0.07,U,No
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,10061-02-6,"trans-1,3-Dichloropropene",ug/m3,0.07,S2AVM,<0.07,J,No
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,156-59-2,"cis-1,2-Dichloroethene",ug/m3,0.033,S2AVM,<0.033,U,No
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,67-66-3,Chloroform,ug/m3,0.13,S2AVM,<0.13,J,No
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,107-06-2,"1,2-Dichloroethane",ug/m3,0.033,S2AVM,0.061,,Yes
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,71-55-6,"1,1,1-Trichloroethane",ug/m3,0.033,S2AVM,<0.033,U,No
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,71-43-2,Benzene,ug/m3,0.1,S2AVM,1.2,,Yes
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,56-23-5,Carbon Tetrachloride,ug/m3,0.033,S2AVM,0.35,J+,Yes
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,78-87-5,"1,2-Dichloropropane",ug/m3,0.033,S2AVM,<0.033,J,No
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,75-27-4,Bromodichloromethane,ug/m3,0.033,S2AVM,<0.033,U,No
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,79-01-6,Trichloroethene,ug/m3,0.033,S2AVM,0.082,,Yes
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,123-91-1,"1,4-Dioxane",ug/m3,0.13,S2AVM,<0.13,J,No
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,10061-01-5,"cis-1,3-Dichloropropene",ug/m3,0.067,S2AVM,<0.067,U,No
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,10061-02-6,"trans-1,3-Dichloropropene",ug/m3,0.067,S2AVM,<0.067,U,No
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,79-00-5,"1,1,2-Trichloroethane",ug/m3,0.13,S2AVM,<0.13,U,No
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,108-88-3,Toluene,ug/m3,0.13,S2AVM,2.3,,Yes
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,124-48-1,Dibromochloromethane,ug/m3,0.033,S2AVM,<0.033,U,No
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,106-93-4,"1,2-Dibromoethane",ug/m3,0.033,S2AVM,<0.033,U,No
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,127-18-4,Tetrachloroethene,ug/m3,0.033,S2AVM,0.2,,Yes
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,108-90-7,Chlorobenzene,ug/m3,0.13,S2AVM,<0.13,U,No
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,100-41-4,Ethylbenzene,ug/m3,0.13,S2AVM,0.21,,Yes
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,179601-23-1,"m,p-Xylenes",ug/m3,0.13,S2AVM,0.77,,Yes
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,100-42-5,Styrene,ug/m3,0.13,S2AVM,<0.13,J,No
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,75-71-8,Dichlorodifluoromethane (CFC 12),ug/m3,0.07,S2AVM,2.3,,Yes
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,74-87-3,Chloromethane,ug/m3,0.07,S2AVM,0.33,,Yes
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,75-01-4,Vinyl Chloride,ug/m3,0.035,S2AVM,1.7,,Yes
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,106-99-0,"1,3-Butadiene",ug/m3,0.07,S2AVM,0.34,,Yes
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,74-83-9,Bromomethane,ug/m3,0.035,S2AVM,<0.035,J,No
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,75-00-3,Chloroethane,ug/m3,0.035,S2AVM,<0.035,J,No
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,75-34-3,"1,1-Dichloroethane",ug/m3,0.035,S2AVM,<0.035,U,No
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,1634-04-4,Methyl tert-butyl ether,ug/m3,0.035,S2AVM,<0.035,U,No
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,156-59-2,"cis-1,2-Dichloroethene",ug/m3,0.035,S2AVM,<0.035,J,No
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,67-66-3,Chloroform,ug/m3,0.14,S2AVM,<0.14,J,No
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,107-06-2,"1,2-Dichloroethane",ug/m3,0.035,S2AVM,0.065,,Yes
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,71-55-6,"1,1,1-Trichloroethane",ug/m3,0.035,S2AVM,<0.035,U,No
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,71-43-2,Benzene,ug/m3,0.1,S2AVM,1.1,,Yes
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,79-00-5,"1,1,2-Trichloroethane",ug/m3,0.14,S2AVM,<0.14,U,No
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,108-88-3,Toluene,ug/m3,0.14,S2AVM,1.2,,Yes
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,124-48-1,Dibromochloromethane,ug/m3,0.035,S2AVM,<0.035,U,No
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,106-93-4,"1,2-Dibromoethane",ug/m3,0.035,S2AVM,<0.035,J,No
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,127-18-4,Tetrachloroethene,ug/m3,0.035,S2AVM,0.41,,Yes
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,108-90-7,Chlorobenzene,ug/m3,0.14,S2AVM,<0.14,U,No
WA-01,EPD-WA-01-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,100-41-4,Ethylbenzene,ug/m3,0.14,S2AVM,0.19,,Yes
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,95-47-6,o-Xylene,ug/m3,0.13,S2AVM,0.25,,Yes
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,79-34-5,"1,1,2,2-Tetrachloroethane",ug/m3,0.033,S2AVM,<0.033,U,No
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,108-67-8,"1,3,5-Trimethylbenzene",ug/m3,0.13,S2AVM,<0.13,J,No
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,95-63-6,"1,2,4-Trimethylbenzene",ug/m3,0.13,S2AVM,0.13,J,No
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,541-73-1,"1,3-Dichlorobenzene",ug/m3,0.033,S2AVM,<0.033,U,No
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,106-46-7,"1,4-Dichlorobenzene",ug/m3,0.033,S2AVM,0.054,,Yes
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,95-50-1,"1,2-Dichlorobenzene",ug/m3,0.033,S2AVM,<0.033,U,No
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,96-12-8,"1,2-Dibromo 3-Chloropropane",ug/m3,0.13,S2AVM,<0.13,U,No
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,120-82-1,"1,2,4-Trichlorobenzene",ug/m3,0.067,S2AVM,<0.067,U,No
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,91-20-3,Naphthalene,ug/m3,0.13,S2AVM,<0.13,U,No
WA-01,EPD-WA-02-021123,2/12/2023,12:30,Air,Summa Canister,Air,TO-15 SIM,87-68-3,Hexachlorobutadiene,ug/m3,0.13,S2AVM,<0.13,U,No
WA-01,EPD-WA-01-021023,2/11/2023,13:40,Air,Summa Canister,Air,TO-15 SIM,75-71-8,Dichlorodifluoromethane (CFC 12),ug/m3,0.062,S2AVM,2.2,,Yes
WA-01,EPD-WA-01-021023,2/11/2023,13:40,Air,Summa Canister,Air,TO-15 SIM,74-87-3,Chloromethane,ug/m3,0.062,S2AVM,0.33,,Yes
WA-01,EPD-WA-01-021023,2/11/2023,13:40,Air,Summa Canister,Air,TO-15 SIM,75-01-4,Vinyl Chloride,ug/m3,0.031,S2AVM,1.7,,Yes
WA-01,EPD-WA-01-021023,2/11/2023,13:40,Air,Summa Canister,Air,TO-15 SIM,106-99-0,"1,3-Butadiene",ug/m3,0.062,S2AVM,0.063,,Yes
WA-01,EPD-WA-01-021023,2/11/2023,13:40,Air,Summa Canister,Air,TO-15 SIM,74-83-9,Bromomethane,ug/m3,0.031,S2AVM,<0.031,J,No
WA-01,EPD-WA-01-021023,2/11/2023,13:40,Air,Summa Canister,Air,TO-15 SIM,75-00-3,Chloroethane,ug/m3,0.031,S2AVM,<0.031,J,No
WA-01,EPD-WA-01-021023,2/11/2023,13:40,Air,Summa Canister,Air,TO-15 SIM,107-02-8,Acrolein,ug/m3,0.25,S2AVM,<0.25,J+,No
WA-01,EPD-WA-01-021023,2/11/2023,13:40,Air,Summa Canister,Air,TO-15 SIM,67-64-1,Acetone,ug/m3,3.1,S2AVM,5.5,,Yes
WA-01,EPD-WA-01-021023,2/11/2023,13:40,Air,Summa Canister,Air,TO-15 SIM,75-69-4,Trichlorofluoromethane,ug/m3,0.062,S2AVM,1.1,,Yes
WA-01,EPD-WA-01-021023,2/11/2023,13:40,Air,Summa Canister,Air,TO-15 SIM,75-35-4,"1,1-Dichloroethene",ug/m3,0.031,S2AVM,<0.031,U,No
WA-01,EPD-WA-01-021023,2/11/2023,13:40,Air,Summa Canister,Air,TO-15 SIM,75-09-2,Methylene chloride,ug/m3,0.12,S2AVM,0.32,,Yes
WA-01,EPD-WA-01-021023,2/11/2023,13:40,Air,Summa Canister,Air,TO-15 SIM,76-13-1,"1,1,2-Trichlorotrifluoroethane",ug/m3,0.031,S2AVM,0.46,,Yes
WA-01,EPD-WA-01-021023,2/11/2023,13:40,Air,Summa Canister,Air,TO-15 SIM,156-60-5,"trans-1,2-Dichloroethene",ug/m3,0.031,S2AVM,<0.031,J,No
WA-01,EPD-WA-01-021023,2/11/2023,13:40,Air,Summa Canister,Air,TO-15 SIM,75-34-3,"1,1-Dichloroethane",ug/m3,0.031,S2AVM,<0.031,U,No
WA-01,EPD-WA-01-021023,2/11/2023,13:40,Air,Summa Canister,Air,TO-15 SIM,1634-04-4,Methyl tert-butyl ether,ug/m3,0.031,S2AVM,<0.031,U,No
WA-01,EPD-WA-01-021023,2/11/2023,13:40,Air,Summa Canister,Air,TO-15 SIM,156-59-2,"cis-1,2-Dichloroethene",ug/m3,0.031,S2AVM,<0.031,U,No
WA-01,EPD-WA-01-021023,2/11/2023,13:40,Air,Summa Canister,Air,TO-15 SIM,67-66-3,Chloroform,ug/m3,0.12,S2AVM,<0.12,J,No
WA-01,EPD-WA-01-021023,2/11/2023,13:40,Air,Summa Canister,Air,TO-15 SIM,91-20-3,Naphthalene,ug/m3,0.12,S2AVM,<0.12,J,No
